رقم الصنف,الوصف,عدد الباركودات,الباركودات
26846,قرشلة الدهشان 250 جرام,1,3205978922218
26850,قسماط الديفا سناك 350 جرام Aldiva Snack,1,8681270447928
26851,قسماط العودة اصابع مملح 300 جرام,1,6253350001591
26852,,1,7290112961266
26853,قسماط اوسم حلقات مملح 400 جم,2,7290000081663 | 7290000060088
26854,قسماط ايتي كراكس 32 جرام Crax,1,8690533014302
26859,قسماط جرونا ميلوديا 100 جرام Grona,1,4820156634340
26860,قسماط سرايو 190 جرام,1,2002801199783
26861,قسماط فرتزل خل وملح 32/28 جرام Fretzel,6,6224008900061 | 6224008900016 | 6224008900269 | 6224008900238 | 6224008900252 | 6224008900146
26862,قسماط فرتزل شطة وليمون 72/68 جرام,8,6224008900702 | 6224008900337 | 6224008900313 | 6224008900399 | 6224008900429 | 6224008900412 | 6224008900696 | 6224008900320
26865,قسماط كراكر جبنة 400 جرام Croco,4,5941194000085 | 5941194000061 | 5941194000856 | 5941194000078
26868,قسماط كروكو بيتزا 100 جرام Croco,7,5941194000252 | 5941194000221 | 5941194000191 | 5941194000245 | 5941194000979 | 5941194003840 | 5941194005165
26869,قسماط كروكو بيتزا 150 جرام Croco,8,5941194003512 | 5941194002959 | 5941194003529 | 5941194003499 | 5941194003321 | 5941194003482 | 5941194003710 | 2106000431238
26870,كراكر كروكو 250 جرام  MIX,2,5941194002423 | 5941194002898
26872,,0,
26873,قسماط كروكو ستيكس 40 جرام Croco,2,5941194001341 | 5941194001365
26874,قسماط كروكو بذور السمسم 80 جرام Croco,3,5941194003802 | 5941194000535 | 5941194000139
26876,قسماط كروكو ستيكس 80 جرام Croco Sticks,1,5941194000375
26877,قسماط ميني بريتزل 250 جرام Mini Brezel,2,6422114001232 | 6422114001225
26879,قطع توفي بالشوكولاتة والمربي 250جم,1,29049127
26884,كرواسون لاكريما فراولة 65 جرام La Crema,3,4820057860886 | 4820057860879 | 4820057860862
26886,كرواسون مولتو مكس فراولة 55 جرام Mix,0,
26895,سويت رول كيك 90 جرام ANI,2,8691720031232 | 8691720022131
26896,كيك اريفو جوز هند 40 جرام - باكو × 24,1,8681038211297
26897,كيك اريفو جوز هند 40 جرام Arrivo,1,8681038201298
26899,كيك البيلا رينج بالتوت 300 جرام,1,8690504186946
26900,,1,6254000285279
26903,كيك انجوي فراولة 40 جرام - باكو × 24,4,8690120544939 | 8690120548906 | 8690120544908 | 8690120548937
26904,كيك انجوي شوكولاتة 40 جرام Enjoy,4,8690120116075 | 8690120110370 | 8690120110417 | 8690120116099
26905,كيك اوريو 24 جرام - باكو × 12 Oreo,1,7622210785145
26906,كيك اوريو 24 جرام Oreo Kaake,1,7622210785114
26907,كيك بار 7 ايام بالكاكاو  32 جرام,4,5201360795192 | 5201360795796 | 5201360796908 | 5201360796502
26908,كيك بار 7 ايام بالكاكاو 32 جرام -باكو*16,4,5201360795185 | 5201360795789 | 5201360796922 | 5201360796526
26911,,3,8691720020359 | 8691720006346 | 8691720020502
26915,كيك بوب كيك ليمون 60 جرام Pop Kek,6,8690526083704 | 8690526073873 | 8690526083711 | 8690526083728 | 8690526066233 | 8690526073774
26917,كيك بوب كيك ايتي شوكولاتة 45 جرام Pop,1,8690526023755
26918,كيك بوب كيك ايتي شوكولاتة 45 جرام - باكو ×,1,8690526623757
26920,كيك بيج رول 240 جرام Big Roll,1,5304000047306
26921,قسماط كروكو 200 جرام Croco,1,5941194002553
26925,كيك توداي بنكهة العنب 40 جرام Elvan,1,8693029033016
26926,كيك توداي بنكهة العنب 40 جرام -- باكو* 24,1,8693029033023
26927,كيك توداي جولديز 40 جرام -- باكو * 24,1,6224008592648
26928,كيك توداي جولديز 40 جرام Elvan,1,6224008592631
26929,كيك توداي سوفلي 45 جرام -- باكو *24  Elvan,1,8693029033009
26930,كيك توداي سوفلي 45 جرام Elvan,1,8693029032996
26933,كيك تودي جوستو 40 جرام - باكو × 24,1,8693029033702
26934,كيك تودي جوستو 40 جرام Gusto,1,8693029033696
26935,كيك تودي سنوبول 40 جرام - باكو × 24,1,6223005611116
26936,كيك تودي سنوبول 40 جرام Snowball,1,6223005611109
26937,كيك تودي ميني دونت 40 جرام - باكو × 24,1,8693029700727
26938,كيك تودي ميني دونت 40 جرام Today Mini,1,8693029700703
26939,كيك تورتا بالشوكولاتة,1,5304000047375
26940,,0,
26941,,0,
26942,,1,8690120530949
26943,كيك توركو جالا كراميل 50 جرام Gala,2,8690120082080 | 8690120084152
26944,كيك توركو فافوريمو 30 جرام - باكو × 24,2,8690120514482 | 2106000269411
26945,,1,8690120053233
26946,كيك توينكيز كريمة 30 جرام - باكو × 12,3,6223000499191 | 6223000492529 | 6223000551622
26947,كيك توينكيز شوكولاتة 30 جرام Twinkies,3,6223000492512 | 6223000499184 | 6223000551615
26948,كيك جوردينا فراولة 40 جرام - باكو × 12,3,6253002401182 | 6253002477774 | 6253002474216
26949,كيك جوردينا فراولة 40 جرام Jordina,4,6253002401175 | 6253002445544 | 6253002435583 | 6253002477149
26950,كيك جوردينا باف شوكولاتة 40 جرام -- باكو *,3,6253002477422 | 6253002478221 | 6253002477170
26951,كيك جوردينا باف تفاح 40 جرام - باكو × 12,2,6253002477415 | 6253002477446
26952,كيك جوردينا باف تفاح 40 جرام Jordina Puff,4,6253002435682 | 6253002435750 | 6253002435644 | 6253002478214
26953,كيك جوردينا توتي فراولة 40 جرام - باكو × 12,2,6253002477088 | 6253002477101
26954,كيك جوردينا توتي فراولة 40 جرام Jordina,2,6253002477057 | 6253002477071
26955,كيك دونت هابي كراميل 45 جرام - باكو × 24,4,8690481126713 | 8690481107453 | 8690481126720 | 8690481126737
26956,كيك دونت هابي كراميل 45 جرام Happy,4,8690481026716 | 8690481007456 | 8690481026730 | 8690481026723
26958,كيك سنو ون جوز هند 45 جرام - باكو × 24,2,8690481126423 | 8690481126416
26959,كيك سنو ون جوز هند 45 جرام Snowone,2,8690481026426 | 8690481026419
26960,كيك سويس رول جوردينا 70 جرام 4 قطع,1,6253002435248
26961,كيك سويس رول جوردينا 70 جرام 4 قطع -,1,6253002446015
26962,كيك سي دولسي بالشوكولاتة 180جم,2,5304000047481 | 5304000047207
26964,كيك غاستو جوز الهند 40 جرام -- باكو *24,1,8693029701939
26965,كيك غاستو جوز الهند 40 جرام Gusto,1,8693029701922
26966,كيك فانيلي جوز هند 40 جرام - باكو × 24,2,8682077170248 | 8682077170231
26967,كيك فانيلي جوز هند 40 جرام Vanelli,2,8682077070241 | 8682077070234
26968,كيك فوليو جولد 36 جرام - باكو × 24 Voleo,2,8690481104865 | 8690481126119
26969,كيك فوليو جولد 36 جرام Voleo,2,8690481004868 | 8690481026112
26970,كيك فوليوم تويستر فراولة 40 جرام - باكو × 24,2,8690351171027 | 8690351170310
26971,كيك فوليوم تويستر فراولة 40 جرام Volume,1,8690351071020
26972,كيك كريزي رول كاكاو 50 جرام - باكو × 24,2,8692806125654 | 8692806125661
26973,كيك كريزي رول كاكاو 50 جرام Crazy Roll,2,8692806025657 | 8692806025664
26974,كيك كريم بار كراميل 30 جرام - باكو × 24,3,8692806126125 | 8692806126118 | 8692806126101
26975,كيك كريم بار حليب 30 جرام Cream Bar,3,8692806026104 | 8692806026128 | 8692806026111
26978,كيك مانيلا دونت 38 جرام - باكو × 24,1,8681038213512
26979,كيك مانيلا دونت 38 جرام Manela Donut,1,8681038203513
26980,,4,8681038215660 | 8681038215622 | 8681038215639 | 8681038215615
26981,كيك مانيلا مدور شوكولاتة بيضاء 45 جرام,4,8681038205661 | 8681038205630 | 8681038205623 | 8681038205616
26982,,0,
26983,,0,
26985,كيك هوهوز جامبو 30 جرام  احمر  باكو × 12,2,6223000493656 | 6223000551554
26988,كيكة بيج رول تفاح 240 جرام,3,5304000230098 | 5304000047061 | 5304000047078
26990,,1,40084176
26991,كب كيك اديكتو 180 جرام,2,8690526086446 | 8690526016443
26998,لوح شوكولاتة ميلكا 85 جم,4,7622210961976 | 7622210961983 | 7622210961990 | 7622210962003
27002,مارشملو بالشوكولاتة ايركو 90 جم,1,6914253438937
27003,مارشملو بف ايتي جوز هند 16 جرام - باكو ×,2,8690526203126 | 8690526203133
27004,مارشملو بف ايتي جوز هند 16 جرام Eti Puf,2,8690526003122 | 8690526003139
27005,مارشملو بيبتو 135 جرام Bebeto Pink And,2,8690146091905 | 8690146101628
27006,مارشملو بيبتو 275 جرام Bebeto Mix,1,8690146103332
27008,مارشملو بيبتو 500 جرام Bebeto,1,8690146096672
27009,مارشملو بيبتو تويست 60 جرام Bebeto,4,8690146091882 | 8690146101635 | 8690146101284 | 8690146091899
27012,مارشملو روبي 115 جرام Rope,1,6921667893092
27014,مارشملو مالو 4 قطع 14 جرام - باكو × 40,1,6925925906012
27015,مارشملو مالو 4 قطع 14 جرام Mallow,1,6925925900331
27018,مارشميلو بنكهة الفراولة 20 جرام - علبة *48,1,8693323156015
27019,مارشملو مستر مالو فراولة 20 جرام,1,8693323156107
27020,مارشملو ميس يو 120 جم,1,6921667812093
27021,ارشيلو30 جرام -باكو*16 Archello,1,8697432201048
27022,ارشيلو30 جرام Archello,1,8697432200966
27025,مسيو مارشملو 250 جم,1,6914253450205
27031,,2,8697456870138 | 6009616251688
27040,معمول بالتمر جنتي 35 جرام مع البر,2,6211044902159 | 6211044902098
27041,معمول بالتمر جانتي 35 جرام - باكو × 8 قــ,3,6211044902135 | 6211044902104 | 6211044902166
27044,,1,6285602011140
27048,معمول صباح 2 قطعة 37 جرام  Sabah,1,6211044902616
27049,معمول ماريا  بالتمر 40 جرام Marya,3,6251906001545 | 6251906001538 | 6251906001576
27050,معمول ماريا بالحلقوم 40 جرام Marya,3,6251906002153 | 6251906002139 | 6251906002122
27062,مولتو مكس شوكولاتة وكريمة 40 جرام Molto,2,6223000491812 | 6223000491836
27063,مولتو اكس ال 34 جرام - كرتونة ×60 Molto,0,
27064,مولتو اكس ال 34 جرام Molto XL,1,6223000490617
27065,ميلكا دربس 21 جرام Milkinis,1,7622300438265
27066,نايس برنكل توابل حارة 45 جرام Niceringl,2,6970990211080 | 6970990211141
27067,نسكويك نستلة 6 قطعه بالشوكولاتة,2,3387390406849 | 3387390406719
27068,نوجا بونيلا تفاح 30 جرام Bonelli,7,8680495010474 | 8680495010146 | 8681657407675 | 8681379510424 | 8680495010122 | 8680495010245 | 8680495010573
27069,,5,8680495010214 | 8680495010184 | 8680495010153 | 8680495010108 | 8680495010160
27071,نوجا سولا 25 حبة بالكراميل,3,6222000933872 | 6222000930055 | 6222000961127
27074,نوجا فريش اند فروتي 160 جم,1,5900102017867
27075,ويفر بالشوكولاتة المرة 47 جرام - باكو * 24,2,8682213003157 | 8682213003164
27076,ويفر شوكلاتة كريمة البسكوت مع الكاكاو,1,8682213003027
27078,ويفر رول وينديرز بالشوكلاتة -باكو × 12,2,8681270491532 | 8681270496254
27079,ويفر رول وينديرز بالبندق  masto,2,8681270481533 | 8681270486255
27080,كب كيك فاونتي فاونتي 30 غم شوكلاتة,5,6285009002901 | 6285009003274 | 6285009002048 | 6285009003069 | 6285009002024
27081,ويفر كنج تات 18 جرام 2 اصبع -- باكو * 24,1,8693029609419
27082,ويفر كنج تات 18 جرام 2 اصبع  Elvan,1,8693029609402
27085,كيك مولي مون قطعة / MOLLY MOON,2,8594058251047 | 8594058251054
27086,علبة كيك مولي مون 24 قطعة / MOLLY,2,8594058259043 | 8594058259050
27088,دربس اصبع اكسبون بطيخ / X - BON,4,8690997080288 | 8690997080301 | 8690997080318 | 8690997080295
27089,دربس اكسبون باكو×24قطعة فراولة / X-BON,4,8690997180292 | 8690997180315 | 8690997180308 | 8690997180285
27092,مصاص برازيلي كيس 48 قطعة,2,7897652602521 | 7897652603597
27098,شوكلاتة فالسي برتقال  قطعة / VALSE,4,8681161905728 | 8681161905681 | 8681161905704 | 8681161905742
27099,شوكلاتة فالسي كراميل باكو × 24 / VALSE,4,8681161905711 | 8681161905735 | 8681161905698 | 8681161905759
27108,بسكويت بيتي بيوري 1000 جرام  ZDCO -,1,2106000271094
27110,حلو نوجا لسان أخضر / SHOCKERS,1,657872213092
27128,جيلي فاميلي 1 كيلو بالسكر,4,8693323790110 | 8693323786403 | 8693323792152 | 8693323786106
27139,كب كيك فاونتي فاونتي 30 غم شوكلاتة,5,6285009002925 | 6285009002031 | 6285009003076 | 6285009002055 | 6285009003281
27158,شوكلاتة اولكر 60 جرام  باكو × 6,2,8690504961598 | 8690504961611
27159,بسكويت تام توركو باكو × 3 قطعة,1,8690120081410
27162,كراكر  كروكو 750 جرام Croco mix,2,5941194002263 | 5941194000276
27163,دربس تونز 16 قطعة برتقال,4,7896312109837 | 7896312109813 | 7896312109820 | 7896312109851
27164,دربس تونز 32 جم  فراولة,4,7896312109806 | 7896312109769 | 7896312109783 | 7896312109776
27165,,2,8690120047997 | 8690120048017
27168,كيك هوهوز سويس رول 40 جرام بالشوكلاتة,2,6223000495797 | 6223000495827
27170,كيك هوهوز سويس رول 40 جرام بالشوكلاتة,2,6223000495803 | 6223000495834
27177,بسكويت جوفرت 25 جرام  Gofret,1,2000000017426
27178,ويفر ايطالي شوكو ميلك 30غم / CHOCO,3,8000350005580 | 8000350007249 | 8000350005375
27179,ويفر ماجنفكو باكو ×24قطعة× 30غم /,3,8000350007256 | 8000350007263 | 8000350005610
27180,مورينو أصابع هابي بيبي شوكو 120 غم /,2,5908234808704 | 5908234808728
27181,علكة اكست علب بدون سكر بنكهة المسكة /,4,8699449032691 | 8699449030123 | 8699449032639 | 8699449032721
27182,علكة اكست بطيخ مخدات / Exit Mastic,3,8699449031311 | 8699449031342 | 8699449031403
27183,سوس بيبيتو فراولة 275 غم / BEBETO,5,8690146132967 | 8690146132974 | 8690146133018 | 8690146132998 | 8690146133001
